               t             u(1)             u(2)             u(3)             u(4)             u(5)             u(6)             u(7)             u(8)             u(9)            u(10)            u(11)            u(12)            u(13)            u(14)            u(15)            u(16)            u(17)            u(18)            u(19)            u(20)            u(21)            u(22)            u(23)            u(24)            u(25)            u(26)            u(27)            u(28)            u(29)            u(30)            u(31)            u(32)            u(33)            u(34)            u(35)            u(36)            u(37)            u(38)            u(39)            u(40)            u(41)            u(42)            u(43)            u(44)            u(45)            u(46)            u(47)            u(48)            u(49)            u(50)            u(51)            u(52)            u(53)            u(54)            u(55)            u(56)            u(57)            u(58)            u(59)            u(60)            u(61)            u(62)            u(63)            u(64)            u(65)            u(66)            u(67)            u(68)            u(69)            u(70)            u(71)            u(72)            u(73)            u(74)            u(75)            u(76)            u(77)            u(78)            u(79)            u(80)            u(81)            u(82)            u(83)            u(84)            u(85)            u(86)            u(87)            u(88)            u(89)            u(90)            u(91)            u(92)            u(93)            u(94)            u(95)            u(96)            u(97)            u(98)            u(99)           u(100) 
    1.60000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99995E-001     1.00002E+000     1.00001E+000     9.99960E-001     9.99959E-001     1.00009E+000     1.00016E+000     9.99747E-001     9.98047E-001     9.92955E-001     9.78391E-001     9.44366E-001     8.99108E-001     8.54183E-001     8.12114E-001     7.70840E-001     7.29236E-001     6.87504E-001     6.45825E-001     6.04167E-001     5.62501E-001     5.20833E-001     4.79167E-001     4.37500E-001     3.95833E-001     3.54167E-001     3.12500E-001     2.70833E-001     2.29167E-001     1.87500E-001     1.45833E-001     1.04167E-001     6.25000E-002     2.08333E-002    -2.08333E-002    -6.25000E-002    -1.04167E-001    -1.45833E-001    -1.87497E-001    -2.29173E-001    -2.70877E-001    -3.12410E-001    -3.53892E-001    -3.97341E-001    -4.42959E-001    -4.79481E-001    -4.94256E-001    -4.98721E-001    -4.99960E-001    -5.00128E-001    -4.99998E-001    -4.99958E-001    -5.00009E-001    -5.00012E-001    -4.99992E-001    -4.99999E-001    -5.00003E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.64000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99991E-001     1.00001E+000     1.00002E+000     9.99981E-001     9.99945E-001     1.00003E+000     1.00016E+000     9.99999E-001     9.98940E-001     9.95555E-001     9.85882E-001     9.59586E-001     9.16229E-001     8.69586E-001     8.25812E-001     7.83772E-001     7.41608E-001     6.99178E-001     6.56771E-001     6.14404E-001     5.72035E-001     5.29661E-001     4.87288E-001     4.44915E-001     4.02542E-001     3.60169E-001     3.17797E-001     2.75424E-001     2.33051E-001     1.90678E-001     1.48305E-001     1.05932E-001     6.35593E-002     2.11864E-002    -2.11864E-002    -6.35593E-002    -1.05932E-001    -1.48305E-001    -1.90675E-001    -2.33063E-001    -2.75467E-001    -3.17641E-001    -3.59997E-001    -4.04848E-001    -4.50846E-001    -4.83741E-001    -4.95530E-001    -4.99095E-001    -5.00041E-001    -5.00112E-001    -4.99979E-001    -4.99965E-001    -5.00015E-001    -5.00008E-001    -4.99991E-001    -5.00001E-001    -5.00003E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.68000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     1.00000E+000     9.99948E-001     9.99981E-001     1.00012E+000     1.00013E+000     9.99513E-001     9.97295E-001     9.90822E-001     9.72349E-001     9.33529E-001     8.86079E-001     8.40255E-001     7.97105E-001     7.54363E-001     7.11263E-001     6.68100E-001     6.24994E-001     5.81897E-001     5.38794E-001     4.95690E-001     4.52586E-001     4.09483E-001     3.66379E-001     3.23276E-001     2.80172E-001     2.37069E-001     1.93966E-001     1.50862E-001     1.07759E-001     6.46552E-002     2.15517E-002    -2.15517E-002    -6.46552E-002    -1.07759E-001    -1.50862E-001    -1.93962E-001    -2.37090E-001    -2.80205E-001    -3.23050E-001    -3.66419E-001    -4.12712E-001    -4.58501E-001    -4.87152E-001    -4.96553E-001    -4.99387E-001    -5.00095E-001    -5.00090E-001    -4.99965E-001    -4.99974E-001    -5.00018E-001    -5.00004E-001    -4.99992E-001    -5.00002E-001    -5.00002E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.72000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99994E-001     9.99994E-001     1.00002E+000     1.00002E+000     9.99965E-001     9.99951E-001     1.00007E+000     1.00017E+000     9.99865E-001     9.98448E-001     9.94117E-001     9.81778E-001     9.50163E-001     9.03545E-001     8.55665E-001     8.10943E-001     7.67499E-001     7.23766E-001     6.79836E-001     6.35956E-001     5.92104E-001     5.48247E-001     5.04386E-001     4.60526E-001     4.16667E-001     3.72807E-001     3.28947E-001     2.85088E-001     2.41228E-001     1.97368E-001     1.53509E-001     1.09649E-001     6.57895E-002     2.19298E-002    -2.19298E-002    -6.57895E-002    -1.09649E-001    -1.53508E-001    -1.97366E-001    -2.41258E-001    -2.85098E-001    -3.28660E-001    -3.73198E-001    -4.20884E-001    -4.65683E-001    -4.89846E-001    -4.97371E-001    -4.99615E-001    -5.00126E-001    -5.00064E-001    -4.99956E-001    -4.99984E-001    -5.00019E-001    -5.00000E-001    -4.99993E-001    -5.00003E-001    -5.00001E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.76000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99998E-001     9.99991E-001     1.00001E+000     1.00002E+000     9.99986E-001     9.99943E-001     1.00001E+000     1.00015E+000     1.00006E+000     9.99199E-001     9.96333E-001     9.88108E-001     9.64914E-001     9.21561E-001     8.72207E-001     8.25462E-001     7.81038E-001     7.36688E-001     6.92003E-001     6.47313E-001     6.02675E-001     5.58037E-001     5.13393E-001     4.68750E-001     4.24107E-001     3.79464E-001     3.34821E-001     2.90179E-001     2.45536E-001     2.00893E-001     1.56250E-001     1.11607E-001     6.69643E-002     2.23214E-002    -2.23214E-002    -6.69643E-002    -1.11607E-001    -1.56248E-001    -2.00893E-001    -2.45575E-001    -2.90151E-001    -3.34500E-001    -3.80370E-001    -4.29293E-001    -4.72148E-001    -4.91981E-001    -4.98024E-001    -4.99789E-001    -5.00140E-001    -5.00038E-001    -4.99952E-001    -4.99993E-001    -5.00019E-001    -4.99997E-001    -4.99994E-001    -5.00004E-001    -5.00000E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.80000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     9.99999E-001     1.00002E+000     1.00001E+000     9.99952E-001     9.99968E-001     1.00010E+000     1.00015E+000     9.99676E-001     9.97811E-001     9.92291E-001     9.76524E-001     9.39398E-001     8.89893E-001     8.40889E-001     7.95051E-001     7.50022E-001     7.04617E-001     6.59092E-001     6.13629E-001     5.68182E-001     5.22728E-001     4.77273E-001     4.31818E-001     3.86364E-001     3.40909E-001     2.95455E-001     2.50000E-001     2.04545E-001     1.59091E-001     1.13636E-001     6.81818E-002     2.27273E-002    -2.27273E-002    -6.81819E-002    -1.13637E-001    -1.59088E-001    -2.04549E-001    -2.50046E-001    -2.95373E-001    -3.40604E-001    -3.87963E-001    -4.37846E-001    -4.77713E-001    -4.93694E-001    -4.98544E-001    -4.99919E-001    -5.00139E-001    -5.00012E-001    -4.99953E-001    -5.00002E-001    -5.00017E-001    -4.99994E-001    -4.99996E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.84000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99994E-001     9.99993E-001     1.00001E+000     1.00002E+000     9.99971E-001     9.99945E-001     1.00005E+000     1.00017E+000     9.99962E-001     9.98786E-001     9.95105E-001     9.84626E-001     9.55975E-001     9.08457E-001     8.57445E-001     8.09685E-001     7.63775E-001     7.17683E-001     6.71318E-001     6.24990E-001     5.78702E-001     5.32409E-001     4.86111E-001     4.39815E-001     3.93519E-001     3.47222E-001     3.00926E-001     2.54630E-001     2.08333E-001     1.62037E-001     1.15741E-001     6.94444E-002     2.31481E-002    -2.31481E-002    -6.94445E-002    -1.15741E-001    -1.62034E-001    -2.08343E-001    -2.54677E-001    -3.00776E-001    -3.47016E-001    -3.95988E-001    -4.46393E-001    -4.82307E-001    -4.95073E-001    -4.98955E-001    -5.00014E-001    -5.00126E-001    -4.99990E-001    -4.99957E-001    -5.00010E-001    -5.00013E-001    -4.99992E-001    -4.99998E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.88000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99998E-001     9.99991E-001     1.00000E+000     1.00002E+000     9.99992E-001     9.99943E-001     9.99993E-001     1.00014E+000     1.00011E+000     9.99417E-001     9.96994E-001     9.89969E-001     9.69878E-001     9.27295E-001     8.75250E-001     8.25157E-001     7.77992E-001     7.31200E-001     6.84016E-001     6.36786E-001     5.89617E-001     5.42454E-001     4.95283E-001     4.48113E-001     4.00943E-001     3.53774E-001     3.06604E-001     2.59434E-001     2.12264E-001     1.65094E-001     1.17925E-001     7.07547E-002     2.35849E-002    -2.35849E-002    -7.07548E-002    -1.17924E-001    -1.65091E-001    -2.12282E-001    -2.59475E-001    -3.06379E-001    -3.53782E-001    -4.04429E-001    -4.54709E-001    -4.85988E-001    -4.96183E-001    -4.99278E-001    -5.00080E-001    -5.00106E-001    -4.99972E-001    -4.99965E-001    -5.00015E-001    -5.00009E-001    -4.99991E-001    -5.00000E-001    -5.00004E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.92000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99992E-001     9.99997E-001     1.00002E+000     1.00001E+000     9.99956E-001     9.99957E-001     1.00008E+000     1.00017E+000     9.99811E-001     9.98249E-001     9.93541E-001     9.80129E-001     9.45475E-001     8.94199E-001     8.41718E-001     7.92783E-001     7.45166E-001     6.97201E-001     6.49046E-001     6.00952E-001     5.52884E-001     5.04809E-001     4.56731E-001     4.08654E-001     3.60577E-001     3.12500E-001     2.64423E-001     2.16346E-001     1.68269E-001     1.20192E-001     7.21154E-002     2.40385E-002    -2.40385E-002    -7.21156E-002    -1.20192E-001    -1.68266E-001    -2.16373E-001    -2.64444E-001    -3.12205E-001    -3.60949E-001    -4.13237E-001    -4.62523E-001    -4.88899E-001    -4.97073E-001    -4.99531E-001    -5.00121E-001    -5.00081E-001    -4.99959E-001    -4.99974E-001    -5.00019E-001    -5.00005E-001    -4.99991E-001    -5.00001E-001    -5.00003E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.96000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99995E-001     9.99992E-001     1.00001E+000     1.00002E+000     9.99977E-001     9.99941E-001     1.00003E+000     1.00017E+000     1.00004E+000     9.99072E-001     9.95946E-001     9.87000E-001     9.61627E-001     9.13844E-001     8.59573E-001     8.08340E-001     7.59604E-001     7.10876E-001     6.61799E-001     6.12735E-001     5.63723E-001     5.14707E-001     4.65686E-001     4.16667E-001     3.67647E-001     3.18627E-001     2.69608E-001     2.20588E-001     1.71569E-001     1.22549E-001     7.35294E-002     2.45098E-002    -2.45098E-002    -7.35296E-002    -1.22548E-001    -1.71567E-001    -2.20625E-001    -2.69594E-001    -3.18287E-001    -3.68562E-001    -4.22342E-001    -4.69565E-001    -4.91211E-001    -4.97785E-001    -4.99726E-001    -5.00142E-001    -5.00054E-001    -4.99952E-001    -4.99985E-001    -5.00020E-001    -5.00001E-001    -4.99992E-001    -5.00003E-001    -5.00002E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    2.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99999E-001     9.99990E-001     1.00000E+000     1.00002E+000     9.99998E-001     9.99945E-001     9.99977E-001     1.00012E+000     1.00015E+000     9.99599E-001     9.97555E-001     9.91545E-001     9.74329E-001     9.33389E-001     8.78762E-001     8.24920E-001     7.74588E-001     7.25041E-001     6.75070E-001     6.24997E-001     5.74993E-001     5.25001E-001     4.75001E-001     4.25000E-001     3.75000E-001     3.25000E-001     2.75000E-001     2.25000E-001     1.75000E-001     1.25000E-001     7.50000E-002     2.50000E-002    -2.50000E-002    -7.50002E-002    -1.24998E-001    -1.75001E-001    -2.25046E-001    -2.74934E-001    -3.24664E-001    -3.76658E-001    -4.31646E-001    -4.75626E-001    -4.93068E-001    -4.98353E-001    -4.99874E-001    -5.00146E-001    -5.00027E-001    -4.99950E-001    -4.99995E-001    -5.00020E-001    -4.99997E-001    -4.99993E-001    -5.00004E-001    -5.00001E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    2.04000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99992E-001     9.99995E-001     1.00002E+000     1.00001E+000     9.99962E-001     9.99948E-001     1.00006E+000     1.00018E+000     9.99920E-001     9.98620E-001     9.94605E-001     9.83170E-001     9.51619E-001     8.99021E-001     8.42787E-001     7.90277E-001     7.39703E-001     6.88871E-001     6.37772E-001     5.86725E-001     5.35713E-001     4.84695E-001     4.33673E-001     3.82653E-001     3.31633E-001     2.80612E-001     2.29592E-001     1.78571E-001     1.27551E-001     7.65306E-002     2.55102E-002    -2.55102E-002    -7.65308E-002    -1.27548E-001    -1.78578E-001    -2.29642E-001    -2.80477E-001    -3.31384E-001    -3.85257E-001    -4.40982E-001    -4.80630E-001    -4.94567E-001    -4.98804E-001    -4.99984E-001    -5.00138E-001    -5.00002E-001    -4.99952E-001    -5.00004E-001    -5.00017E-001    -4.99994E-001    -4.99995E-001    -5.00004E-001    -5.00000E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    2.09000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99991E-001     1.00001E+000     1.00002E+000     9.99989E-001     9.99941E-001     9.99994E-001     1.00014E+000     1.00012E+000     9.99443E-001     9.97058E-001     9.90115E-001     9.70131E-001     9.24822E-001     8.67155E-001     8.11250E-001     7.58806E-001     7.06877E-001     6.54508E-001     6.02087E-001     5.49733E-001     4.97383E-001     4.45026E-001     3.92670E-001     3.40314E-001     2.87958E-001     2.35602E-001     1.83246E-001     1.30890E-001     7.85340E-002     2.61780E-002    -2.61781E-002    -7.85340E-002    -1.30887E-001    -1.83261E-001    -2.35647E-001    -2.87723E-001    -3.40349E-001    -3.96692E-001    -4.52306E-001    -4.85501E-001    -4.96038E-001    -4.99237E-001    -5.00076E-001    -5.00116E-001    -4.99977E-001    -4.99960E-001    -5.00013E-001    -5.00013E-001    -4.99992E-001    -4.99997E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    2.13000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     1.00000E+000     9.99991E-001     9.99999E-001     1.00002E+000     1.00001E+000     9.99953E-001     9.99956E-001     1.00009E+000     1.00018E+000     9.99829E-001     9.98294E-001     9.93645E-001     9.80375E-001     9.44504E-001     8.88125E-001     8.29472E-001     7.74863E-001     7.21888E-001     6.68541E-001     6.14981E-001     5.61488E-001     5.08021E-001     4.54546E-001     4.01069E-001     3.47594E-001     2.94118E-001     2.40642E-001     1.87166E-001     1.33690E-001     8.02139E-002     2.67380E-002    -2.67380E-002    -8.02136E-002    -1.33687E-001    -1.87190E-001    -2.40669E-001    -2.93807E-001    -3.48042E-001    -4.06332E-001    -4.60713E-001    -4.88491E-001    -4.96957E-001    -4.99500E-001    -5.00121E-001    -5.00091E-001    -4.99962E-001    -4.99969E-001    -5.00017E-001    -5.00009E-001    -4.99991E-001    -4.99999E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    2.17000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99993E-001     1.00001E+000     1.00002E+000     9.99974E-001     9.99939E-001     1.00003E+000     1.00017E+000     1.00005E+000     9.99104E-001     9.96021E-001     9.87148E-001     9.61557E-001     9.09815E-001     8.49231E-001     7.91854E-001     7.37473E-001     6.83159E-001     6.28451E-001     5.73760E-001     5.19123E-001     4.64482E-001     4.09836E-001     3.55191E-001     3.00546E-001     2.45902E-001     1.91257E-001     1.36612E-001     8.19672E-002     2.73224E-002    -2.73225E-002    -8.19665E-002    -1.36610E-001    -1.91292E-001    -2.45895E-001    -3.00185E-001    -3.56257E-001    -4.16329E-001    -4.68214E-001    -4.90877E-001    -4.97693E-001    -4.99704E-001    -5.00145E-001    -5.00063E-001    -4.99952E-001    -4.99979E-001    -5.00020E-001    -5.00004E-001    -4.99991E-001    -5.00001E-001    -5.00003E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
